Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3631866,EXP2_COL14_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440214,SRX5440214,Kemal Marc Akat,8-Mar-19
GSM3631867,EXP2_COL14_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440215,SRX5440215,Kemal Marc Akat,8-Mar-19
GSM3631868,EXP2_COL14_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440216,SRX5440216,Kemal Marc Akat,8-Mar-19
GSM3631869,EXP2_COL14_ROW26,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440217,SRX5440217,Kemal Marc Akat,8-Mar-19
GSM3631870,EXP2_COL14_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440218,SRX5440218,Kemal Marc Akat,8-Mar-19
GSM3631871,EXP2_COL14_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440219,SRX5440219,Kemal Marc Akat,8-Mar-19
GSM3631872,EXP2_COL14_ROW38,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440220,SRX5440220,Kemal Marc Akat,8-Mar-19
GSM3631873,EXP2_COL14_ROW40,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440221,SRX5440221,Kemal Marc Akat,8-Mar-19
GSM3631874,EXP2_COL15_ROW08,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440222,SRX5440222,Kemal Marc Akat,8-Mar-19
GSM3631875,EXP2_COL15_ROW12,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440223,SRX5440223,Kemal Marc Akat,8-Mar-19
GSM3631876,EXP2_COL15_ROW14,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440224,SRX5440224,Kemal Marc Akat,8-Mar-19
GSM3631877,EXP2_COL15_ROW15,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440225,SRX5440225,Kemal Marc Akat,8-Mar-19
GSM3631878,EXP2_COL15_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440226,SRX5440226,Kemal Marc Akat,8-Mar-19
GSM3631879,EXP2_COL15_ROW22,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440227,SRX5440227,Kemal Marc Akat,8-Mar-19
GSM3631880,EXP2_COL16_ROW01,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440228,SRX5440228,Kemal Marc Akat,8-Mar-19
GSM3631881,EXP2_COL16_ROW03,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440229,SRX5440229,Kemal Marc Akat,8-Mar-19
GSM3631882,EXP2_COL16_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440230,SRX5440230,Kemal Marc Akat,8-Mar-19
GSM3631883,EXP2_COL16_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440231,SRX5440231,Kemal Marc Akat,8-Mar-19
GSM3631884,EXP2_COL16_ROW06,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440232,SRX5440232,Kemal Marc Akat,8-Mar-19
GSM3631885,EXP2_COL16_ROW08,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440233,SRX5440233,Kemal Marc Akat,8-Mar-19
GSM3631886,EXP2_COL16_ROW09,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440234,SRX5440234,Kemal Marc Akat,8-Mar-19
GSM3631887,EXP2_COL16_ROW14,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440235,SRX5440235,Kemal Marc Akat,8-Mar-19
GSM3631888,EXP2_COL16_ROW17,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440236,SRX5440236,Kemal Marc Akat,8-Mar-19
GSM3631889,EXP2_COL16_ROW18,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440237,SRX5440237,Kemal Marc Akat,8-Mar-19
GSM3631890,EXP2_COL16_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440238,SRX5440238,Kemal Marc Akat,8-Mar-19
GSM3631891,EXP2_COL16_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440239,SRX5440239,Kemal Marc Akat,8-Mar-19
GSM3631892,EXP2_COL16_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440240,SRX5440240,Kemal Marc Akat,8-Mar-19
GSM3631893,EXP2_COL16_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440241,SRX5440241,Kemal Marc Akat,8-Mar-19
GSM3631894,EXP2_COL16_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440242,SRX5440242,Kemal Marc Akat,8-Mar-19
GSM3631895,EXP2_COL16_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440243,SRX5440243,Kemal Marc Akat,8-Mar-19
GSM3631896,EXP2_COL16_ROW38,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440244,SRX5440244,Kemal Marc Akat,8-Mar-19
GSM3631897,EXP2_COL17_ROW08,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440245,SRX5440245,Kemal Marc Akat,8-Mar-19
GSM3631898,EXP2_COL17_ROW09,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440246,SRX5440246,Kemal Marc Akat,8-Mar-19
GSM3631899,EXP2_COL17_ROW13,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440247,SRX5440247,Kemal Marc Akat,8-Mar-19
GSM3631900,EXP2_COL17_ROW14,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440248,SRX5440248,Kemal Marc Akat,8-Mar-19
GSM3631901,EXP2_COL17_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440249,SRX5440249,Kemal Marc Akat,8-Mar-19
GSM3631902,EXP2_COL17_ROW30,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440250,SRX5440250,Kemal Marc Akat,8-Mar-19
GSM3631903,EXP2_COL17_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440251,SRX5440251,Kemal Marc Akat,8-Mar-19
GSM3631904,EXP2_COL17_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440252,SRX5440252,Kemal Marc Akat,8-Mar-19
GSM3631905,EXP2_COL18_ROW02,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440253,SRX5440253,Kemal Marc Akat,8-Mar-19
GSM3631906,EXP2_COL18_ROW03,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440254,SRX5440254,Kemal Marc Akat,8-Mar-19
GSM3631907,EXP2_COL18_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440255,SRX5440255,Kemal Marc Akat,8-Mar-19
GSM3631908,EXP2_COL18_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440256,SRX5440256,Kemal Marc Akat,8-Mar-19
GSM3631909,EXP2_COL18_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440257,SRX5440257,Kemal Marc Akat,8-Mar-19
GSM3631910,EXP2_COL18_ROW13,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440258,SRX5440258,Kemal Marc Akat,8-Mar-19
GSM3631911,EXP2_COL18_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440259,SRX5440259,Kemal Marc Akat,8-Mar-19
GSM3631912,EXP2_COL18_ROW18,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440260,SRX5440260,Kemal Marc Akat,8-Mar-19
GSM3631913,EXP2_COL18_ROW19,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440261,SRX5440261,Kemal Marc Akat,8-Mar-19
GSM3631914,EXP2_COL18_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440262,SRX5440262,Kemal Marc Akat,8-Mar-19
GSM3631915,EXP2_COL18_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440263,SRX5440263,Kemal Marc Akat,8-Mar-19
GSM3631916,EXP2_COL18_ROW28,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440264,SRX5440264,Kemal Marc Akat,8-Mar-19
GSM3631917,EXP2_COL18_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440265,SRX5440265,Kemal Marc Akat,8-Mar-19
GSM3631918,EXP2_COL18_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440266,SRX5440266,Kemal Marc Akat,8-Mar-19
GSM3631919,EXP2_COL18_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440267,SRX5440267,Kemal Marc Akat,8-Mar-19
GSM3631920,EXP2_COL18_ROW39,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440268,SRX5440268,Kemal Marc Akat,8-Mar-19
GSM3631921,EXP2_COL19_ROW02,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440269,SRX5440269,Kemal Marc Akat,8-Mar-19
GSM3631922,EXP2_COL19_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440270,SRX5440270,Kemal Marc Akat,8-Mar-19
GSM3631923,EXP2_COL19_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440271,SRX5440271,Kemal Marc Akat,8-Mar-19
GSM3631924,EXP2_COL19_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440272,SRX5440272,Kemal Marc Akat,8-Mar-19
GSM3631925,EXP2_COL19_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440273,SRX5440273,Kemal Marc Akat,8-Mar-19
GSM3631926,EXP2_COL19_ROW17,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440274,SRX5440274,Kemal Marc Akat,8-Mar-19
GSM3631927,EXP2_COL19_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440275,SRX5440275,Kemal Marc Akat,8-Mar-19
GSM3631928,EXP2_COL19_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440276,SRX5440276,Kemal Marc Akat,8-Mar-19
GSM3631929,EXP2_COL19_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440277,SRX5440277,Kemal Marc Akat,8-Mar-19
GSM3631930,EXP2_COL20_ROW02,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440278,SRX5440278,Kemal Marc Akat,8-Mar-19
GSM3631931,EXP2_COL20_ROW03,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440279,SRX5440279,Kemal Marc Akat,8-Mar-19
GSM3631932,EXP2_COL20_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440280,SRX5440280,Kemal Marc Akat,8-Mar-19
GSM3631933,EXP2_COL20_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440281,SRX5440281,Kemal Marc Akat,8-Mar-19
GSM3631934,EXP2_COL20_ROW09,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440282,SRX5440282,Kemal Marc Akat,8-Mar-19
GSM3631935,EXP2_COL20_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440283,SRX5440283,Kemal Marc Akat,8-Mar-19
GSM3631936,EXP2_COL20_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440284,SRX5440284,Kemal Marc Akat,8-Mar-19
GSM3631937,EXP2_COL20_ROW23,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440285,SRX5440285,Kemal Marc Akat,8-Mar-19
GSM3631938,EXP2_COL20_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440286,SRX5440286,Kemal Marc Akat,8-Mar-19
GSM3631939,EXP2_COL20_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440287,SRX5440287,Kemal Marc Akat,8-Mar-19
GSM3631940,EXP2_COL20_ROW28,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440288,SRX5440288,Kemal Marc Akat,8-Mar-19
GSM3631941,EXP2_COL20_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440289,SRX5440289,Kemal Marc Akat,8-Mar-19
GSM3631942,EXP2_COL20_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440290,SRX5440290,Kemal Marc Akat,8-Mar-19
GSM3631943,EXP1_COL01_ROW01,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440291,SRX5440291,Kemal Marc Akat,8-Mar-19
GSM3631944,EXP1_COL01_ROW03,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440292,SRX5440292,Kemal Marc Akat,8-Mar-19
GSM3631945,EXP1_COL01_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440293,SRX5440293,Kemal Marc Akat,8-Mar-19
GSM3631946,EXP1_COL01_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440294,SRX5440294,Kemal Marc Akat,8-Mar-19
GSM3631947,EXP1_COL01_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440295,SRX5440295,Kemal Marc Akat,8-Mar-19
GSM3631948,EXP1_COL01_ROW12,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440296,SRX5440296,Kemal Marc Akat,8-Mar-19
GSM3631949,EXP1_COL01_ROW13,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440297,SRX5440297,Kemal Marc Akat,8-Mar-19
GSM3631950,EXP1_COL01_ROW14,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440298,SRX5440298,Kemal Marc Akat,8-Mar-19
GSM3631951,EXP1_COL01_ROW19,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440299,SRX5440299,Kemal Marc Akat,8-Mar-19
GSM3631952,EXP1_COL01_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440300,SRX5440300,Kemal Marc Akat,8-Mar-19
GSM3631953,EXP1_COL01_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440301,SRX5440301,Kemal Marc Akat,8-Mar-19
GSM3631954,EXP1_COL01_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440302,SRX5440302,Kemal Marc Akat,8-Mar-19
GSM3631955,EXP1_COL01_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440303,SRX5440303,Kemal Marc Akat,8-Mar-19
GSM3631956,EXP1_COL01_ROW30,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440304,SRX5440304,Kemal Marc Akat,8-Mar-19
GSM3631957,EXP1_COL01_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440305,SRX5440305,Kemal Marc Akat,8-Mar-19
GSM3631958,EXP1_COL01_ROW32,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440306,SRX5440306,Kemal Marc Akat,8-Mar-19
GSM3631959,EXP1_COL01_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440307,SRX5440307,Kemal Marc Akat,8-Mar-19
GSM3631960,EXP1_COL01_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440308,SRX5440308,Kemal Marc Akat,8-Mar-19
GSM3631961,EXP1_COL01_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440309,SRX5440309,Kemal Marc Akat,8-Mar-19
GSM3631962,EXP1_COL01_ROW37,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440310,SRX5440310,Kemal Marc Akat,8-Mar-19
GSM3631963,EXP1_COL01_ROW40,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440311,SRX5440311,Kemal Marc Akat,8-Mar-19
GSM3631964,EXP1_COL02_ROW01,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440312,SRX5440312,Kemal Marc Akat,8-Mar-19
GSM3631965,EXP1_COL02_ROW11,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440313,SRX5440313,Kemal Marc Akat,8-Mar-19
GSM3631966,EXP1_COL02_ROW12,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440314,SRX5440314,Kemal Marc Akat,8-Mar-19
GSM3631967,EXP1_COL02_ROW13,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440315,SRX5440315,Kemal Marc Akat,8-Mar-19
GSM3631968,EXP1_COL02_ROW15,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440316,SRX5440316,Kemal Marc Akat,8-Mar-19
GSM3631969,EXP1_COL02_ROW17,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440317,SRX5440317,Kemal Marc Akat,8-Mar-19
GSM3631970,EXP1_COL02_ROW18,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440318,SRX5440318,Kemal Marc Akat,8-Mar-19
GSM3631971,EXP1_COL02_ROW22,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440319,SRX5440319,Kemal Marc Akat,8-Mar-19
GSM3631972,EXP1_COL02_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440320,SRX5440320,Kemal Marc Akat,8-Mar-19
GSM3631973,EXP1_COL02_ROW28,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440321,SRX5440321,Kemal Marc Akat,8-Mar-19
GSM3631974,EXP1_COL02_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440322,SRX5440322,Kemal Marc Akat,8-Mar-19
GSM3631975,EXP1_COL02_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440323,SRX5440323,Kemal Marc Akat,8-Mar-19
GSM3631976,EXP1_COL02_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440324,SRX5440324,Kemal Marc Akat,8-Mar-19
GSM3631977,EXP1_COL03_ROW01,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440325,SRX5440325,Kemal Marc Akat,8-Mar-19
GSM3631978,EXP1_COL03_ROW02,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440326,SRX5440326,Kemal Marc Akat,8-Mar-19
GSM3631979,EXP1_COL03_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440327,SRX5440327,Kemal Marc Akat,8-Mar-19
GSM3631980,EXP1_COL03_ROW12,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440328,SRX5440328,Kemal Marc Akat,8-Mar-19
GSM3631981,EXP1_COL03_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440329,SRX5440329,Kemal Marc Akat,8-Mar-19
GSM3631982,EXP1_COL03_ROW17,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440330,SRX5440330,Kemal Marc Akat,8-Mar-19
GSM3631983,EXP1_COL03_ROW18,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440331,SRX5440331,Kemal Marc Akat,8-Mar-19
GSM3631984,EXP1_COL03_ROW19,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440332,SRX5440332,Kemal Marc Akat,8-Mar-19
